Binomial,Stage1,cytb,coi,nd2,nd3,rag1,bfib5,bfib7,gapdh,myo,odc
Melanospiza_richardsoni,1,AF310043,EF567612,EF567909,NA,EF567525,EF567722,NA,NA,NA,NA
Melanotis_caerulescens,1,NA,EF484217,AF140894,NA,AY307199,EF468324,EF471845,NA,AF140882,NA
Melanotis_hypoleucus,1,NA,EF484223,EF468199,NA,NA,EF468330,EF471851,NA,NA,NA
Meleagris_gallopavo,1,NC_010195,NC_010195,NC_010195,NC_010195,NA,NA,AY952660,NA,NA,NA
Melidectes_belfordi,1,AY488356,NA,AY488283,NA,NA,AY488436,NA,NA,NA,NA
Melidectes_ochromelas,1,AY488357,NA,AY488284,NA,NA,AY488437,NA,NA,NA,NA
Melidectes_torquatus,1,AY488358,NA,AY488285,NA,NA,AY488438,NA,NA,NA,NA
Melidora_macrorrhina,1,NA,NA,DQ111866,NA,DQ111827,NA,NA,NA,NA,NA
Melierax_canorus,1,EU583377,NA,EU583316,NA,EF078746,NA,NA,NA,NA,NA
Melierax_gabar,1,AY987304,NA,AY987126,NA,NA,NA,AY987207 - intron 7,NA,NA,NA
Melierax_poliopterus,1,EU583378,NA,EU583317,NA,NA,NA,NA,NA,NA,NA
Melilestes_megarhynchus,1,AY488359,NA,AY488286,NA,NA,AY488439,NA,NA,NA,NA
Meliphaga_albilineata,1,NA,NA,DQ673213,NA,NA,DQ673233,NA,NA,NA,NA
Meliphaga_albonotata,1,AY488360,NA,AY488287,NA,NA,AY488440,NA,NA,NA,NA
Meliphaga_analoga,1,NA,NA,DQ673216,NA,AY057003,DQ673235,NA,NA,NA,NA
Meliphaga_aruensis,1,NA,NA,DQ673218,NA,NA,DQ673237,NA,NA,NA,NA
Meliphaga_flavirictus,1,NA,NA,DQ673221,NA,NA,DQ673241,NA,NA,NA,NA
Meliphaga_gracilis,1,AY353241,NA,AY488288,NA,NA,DQ673239,NA,NA,NA,NA
Meliphaga_lewinii,1,AF197857,NA,DQ673225,NA,NA,DQ673246,NA,NA,NA,NA
Meliphaga_mimikae,1,NA,NA,DQ673227,NA,NA,DQ673247,NA,NA,NA,NA
Meliphaga_montana,1,NA,NA,DQ673228,NA,NA,DQ673248,NA,NA,NA,NA
Meliphaga_notata,1,NA,NA,DQ673230,NA,NA,DQ673249,NA,NA,NA,NA
Meliphaga_orientalis,1,NA,NA,DQ673231,NA,NA,DQ673251,NA,NA,NA,NA
Meliphaga_reticulata,1,NA,NA,DQ673232,NA,NA,DQ673252,NA,NA,NA,NA
Melipotes_fumigatus,1,AF197863,NA,AY488289,NA,NA,AY488442,NA,NA,NA,NA
Melithreptus_affinis,1,NA,NA,HM230553,NA,NA,NA,HM230471 - FIB-B17 intron 7,HM230492,NA,NA
Melithreptus_albogularis,1,AY488362,NA,AY488290,NA,NA,AY488443,HM230472 - FIB-B17 intron 7,HM230499,NA,NA
Melithreptus_brevirostris,1,AY488363,NA,AY488291,NA,NA,AY488444,HM230479 - FIB-B17 intron 7,HM230500,NA,NA
Melithreptus_gularis,1,NA,NA,HM230598,NA,NA,NA,HM230484 - FIB-B17 intron 7,HM230505,NA,NA
Melithreptus_lunatus,1,AF197853,GU825786,GU825906,NA,NA,NA,HM230486 - FIB-B17 intron 7,HM230506,NA,NA
Melithreptus_validirostris,1,NA,NA,HM230614,NA,NA,NA,HM230490 - FIB-B17 intron 7,HM230510,NA,NA
Melocichla_mentalis,1,DQ008500,NA,DQ125998,EU247916,NA,NA,NA,NA,DQ008551,NA
Melophus_lathami,1,EF529941,NA,EF529830,NA,NA,NA,NA,NA,NA,EU325808
Melopsittacus_undulatus,1,NC_009134,NC_009134,NC_009134,NC_009134,GQ505222,NA,NA,NA,NA,NA
Melopyrrha_nigra,1,AY005219,NA,EU648046,NA,NA,NA,NA,NA,NA,NA
Melospiza_georgiana,1,DQ459514,DQ434657,DQ459534,NA,NA,NA,NA,NA,NA,EU325841
Melospiza_lincolnii,1,DQ459515,DQ434662,DQ459535,NA,NA,NA,NA,NA,NA,NA
Melospiza_melodia,1,AY156386,DQ434663,AF290122,NA,NA,NA,NA,NA,NA,NA
Melozone_biarcuata,1,FJ547257,NA,FJ547298,NA,NA,NA,NA,NA,NA,NA
Melozone_kieneri,1,AF092885,NA,FJ547297,NA,NA,NA,NA,NA,NA,NA
Melozone_leucotis,1,DQ459517,NA,DQ459537,NA,NA,NA,NA,NA,NA,NA
Menura_novaehollandiae,1,AY542313,AY542313,AY542313,AY542313,AY057004,NA,EU739437 extraction,DQ406670,EU739986,EF441242
Merganetta_armata,1,HM063579,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mergellus_albellus,1,AF173764,NA,EU585716,NA,NA,NA,NA,NA,NA,NA
Mergus_merganser,1,EU585654,DQ434670,EU585717,NA,NA,NA,NA,NA,NA,NA
Mergus_serrator,1,EU585655,DQ434677,EU585718,NA,NA,NA,NA,NA,NA,NA
Mergus_squamatus,1,NA,GQ482159,NA,NA,NA,NA,NA,NA,NA,NA
Meropogon_forsteni,1,NA,NA,EU021535,NA,NA,NA,NA,NA,NA,NA
Merops_albicollis,1,NA,NA,EU021518,NA,NA,EU021580,NA,NA,NA,NA
Merops_apiaster,1,NA,GQ482162,EU021519,NA,NA,EU021582,NA,NA,NA,NA
Merops_boehmi,1,NA,NA,EU021508,NA,NA,EU021570,NA,NA,NA,NA
Merops_breweri,1,NA,NA,EU021511,NA,NA,EU021573,NA,NA,NA,NA
Merops_bullockoides,1,NA,NA,EU021510,NA,NA,EU021572,NA,NA,NA,NA
Merops_bulocki,1,NA,NA,AY998923,AY998969,NA,EU021571,NA,NA,NA,NA
Merops_gularis,1,NA,NA,EU021522,NA,NA,EU021583,NA,NA,NA,NA
Merops_hirundineus,1,NA,NA,EU021523,NA,NA,EU021585,NA,NA,NA,NA
Merops_leschenaulti,1,NA,NA,EU021536,NA,NA,NA,NA,NA,NA,NA
Merops_malimbicus,1,NA,NA,EU021530,NA,NA,EU021592,NA,NA,NA,NA
Merops_muelleri,1,NA,NA,EU021513,NA,NA,EU021574,NA,NA,NA,NA
Merops_nubicus,1,U89185,NA,EU021529,NA,NA,EU021591,AY695157,NA,EU739987,NA
Merops_oreobates,1,NA,NA,EU021514,NA,NA,EU021576,NA,NA,NA,NA
Merops_orientalis,1,NA,NA,EU021531,NA,NA,EU021593,NA,NA,NA,NA
Merops_ornatus,1,NA,NA,EU021515,NA,NA,EU021577,NA,NA,NA,NA
Merops_persicus,1,NA,NA,EU021525,NA,NA,EU021587,NA,NA,NA,NA
Merops_philippinus,1,NA,NA,EU021532,NA,NA,EU021594,NA,NA,NA,NA
Merops_pusillus,1,NA,NA,AY998924,AY998970,NA,EU021586,NA,NA,NA,NA
Merops_superciliosus,1,NA,NA,EU021526,NA,NA,EU021588,NA,NA,NA,NA
Merops_variegatus,1,NA,NA,EU021517,NA,NA,EU021579,NA,NA,NA,NA
Merops_viridis,1,EU167003,NA,EU021527,NA,AF294675,EU021590,AY600483,AY600498,AY165815,DQ881752
Merulaxis_ater,1,EU479694,NA,EU479678,NA,NA,NA,EU479647,GQ925880,GQ925895,GQ925861
Mesophoyx_intermedia,1,FJ499022,EF515756,NA,NA,NA,NA,NA,NA,NA,NA
Mesopicos_elliotii,1,NA,NA,DQ361292,NA,NA,NA,DQ352389,NA,DQ352428,NA
Mesopicos_goertae,1,DQ479261,NA,DQ479172,NA,NA,NA,DQ479206,NA,NA,NA
Mesopicos_griseocephalus,1,AF389335,AF394304,DQ361302,NA,NA,NA,DQ352400,NA,DQ352429,NA
Metabolus_rugensis,1,NA,NA,DQ084095,NA,NA,NA,NA,NA,NA,NA
Metallura_aeneocauda,1,AF022666,NA,AY830501,NA,NA,NA,AY830652 - Bfib intron 7,NA,NA,GU167038
Metallura_baroni,1,AF022661,NA,GU167240,NA,NA,NA,GU167130 - Bfib intron 7,NA,NA,GU167039
Metallura_eupogon,1,EU167027,NA,GU166852,NA,NA,NA,GU166842 - Bfib intron 7,NA,NA,NA
Metallura_odomae,1,AF022663,NA,GU167241,NA,NA,NA,GU167131 - Bfib intron 7,NA,NA,GU167040
Metallura_phoebe,1,AF022662,NA,EU042569,NA,NA,NA,EU042404 extraction (reversed),NA,NA,GU167041
Metallura_theresiae,1,AF022664,NA,GU166853,NA,NA,NA,GU166843 - Bfib intron 7,NA,NA,NA
Metallura_tyrianthina,1,AF022668,NA,AY830502,NA,NA,NA,AY830653 - Bfib intron 7,NA,NA,GU167042
Metallura_williami,1,AF022659,NA,EU042570,NA,NA,NA,EU042405 extraction (reversed),NA,NA,GU167043
Metopidius_indicus,1,AF146620,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metopothrix_aurantiaca,1,GQ140098,NA,NA,NA,FJ461131,GQ140152,NA,AY998224,GQ140224,GQ140062
Metriopelia_aymara,1,NA,FJ027799,NA,NA,NA,NA,NA,NA,NA,NA
Metriopelia_ceciliae,1,AF182688,AY151007,NA,NA,NA,NA,AF182655 - intron 7,NA,NA,NA
Metriopelia_melanoptera,1,NA,FJ027804,NA,NA,NA,NA,NA,NA,NA,NA
Metriopelia_morenoi,1,AY443677,EF373382,EF373344,NA,EF373515,NA,AY443699 - intron 7,NA,NA,NA
Micrastur_gilvicollis,1,DQ780881,DQ780881,DQ780881,DQ780881,AY461403,NA,NA,NA,NA,NA
Micrastur_semitorquatus,1,U83314,NA,NA,NA,AY461404,EU739276,EU739440 extraction,NA,EU739989,NA
Micrathene_whitneyi,1,U89170,DQ433022,NA,NA,NA,NA,NA,NA,NA,NA
Microbates_cinereiventris,1,FJ899448,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcerculus_marginatus,1,AY352532,NA,AY612518,NA,NA,NA,NA,NA,NA,NA
Microchera_albocoronata,1,NA,NA,EU042571,NA,NA,NA,EU042406 extraction (reversed),NA,NA,NA
Microdynamis_parva,1,NA,NA,Sorenson,NA,NA,NA,NA,NA,NA,NA
Microeca_fascinans,1,EF592229,NA,FJ976494,NA,NA,NA,NA,NA,NA,NA
Microeca_flavigaster,1,NA,NA,FJ976497,NA,NA,NA,NA,NA,NA,NA
Microeca_griseoceps,1,NA,NA,FJ976505,NA,NA,NA,NA,NA,NA,NA
Microeca_papuana,1,NA,NA,NA,NA,AY443301,NA,NA,NA,NA,NA
Microhierax_caerulescens,1,EU233138,NA,NA,NA,AY461405,NA,NA,NA,NA,NA
Microhierax_erythrogenys,1,U83318,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microligea_palustris,1,AF383021,AF383073,AF383137,NA,NA,GU932032,NA,NA,GU932353,NA
Microparra_capensis,1,EF373144,NA,EF373252,NA,EF373194,NA,NA,NA,NA,NA
Micropsitta_bruijnii,1,NA,NA,NA,NA,EF517673,NA,NA,NA,NA,NA
Micropsitta_finschii,1,U89176,EU621630,EU327634,NA,GQ505240,EU739277,EU739441 extraction,NA,EU739990,NA
Micropsitta_keiensis,1,NA,NA,DQ469037,NA,NA,NA,NA,NA,NA,NA
Micropsitta_pusio,1,NA,NA,DQ469036,NA,GQ505241,NA,NA,NA,NA,NA
Microrhopias_quixensis,1,AY676950,NA,EF640027,EF640094,FJ461187,EF639895,NA,AY677044,AY676997,NA
Microstilbon_burmeisteri,1,NA,NA,GU167242,NA,NA,NA,GU167132 - Bfib intron 7,NA,NA,GU167044
Miliaria_calandra,1,AF284079,GQ481744,EF529838,NA,NA,NA,NA,NA,NA,EU325804
Milvago_chimachima,1,U83316,FJ027806,NA,NA,AY461406,NA,NA,NA,NA,NA
Milvago_chimango,1,EU233140,NA,NA,NA,EU233260,NA,NA,NA,NA,NA
Milvus_migrans,1,AY994403,U83769,AY994448,NA,NA,NA,NA,NA,NA,NA
Milvus_milvus,1,AY994423,NA,AY987134,NA,EF078747,NA,NA,NA,NA,NA
Mimizuku_gurneyi,1,NA,U83780,NA,NA,NA,NA,NA,NA,NA,NA
Mimus_dorsalis,1,NA,FJ027810,NA,NA,NA,NA,NA,NA,NA,NA
Mimus_gilvus,1,NA,EF484220,AF140895,NA,NA,EF468327,EF471848,NA,AF140883,NA
Mimus_graysoni,1,NA,NA,AY758199,NA,NA,NA,NA,NA,NA,NA
Mimus_gundlachii,1,NA,EF484222,AF140896,NA,NA,EF468329,EF471850,NA,AF140884,NA
Mimus_longicaudatus,1,NA,EF484224,EF468200,NA,NA,EF468331,EF471852,NA,NA,NA
Mimus_macdonaldi,1,NA,DQ083930,AY311554,NA,NA,NA,NA,NA,NA,NA
Mimus_melanotis,1,NA,DQ083931,AY311577,NA,NA,NA,NA,NA,NA,NA
Mimus_parvulus,1,NA,DQ083934,AY311587,NA,NA,NA,NA,NA,NA,NA
Mimus_patagonicus,1,NA,EF484225,EF468201,NA,AY057005,EF468332,EF471853,NA,NA,NA
Mimus_polyglottos,1,HM217187,EF484226,AF140897,NA,NA,EF468333,EF471854,NA,AF140885,NA
Mimus_saturninus,1,AY228066,EF484227,AY327252,NA,AY037852,EF468334,EF471855,NA,AY228304,EU680742
Mimus_thenca,1,NA,EF484228,EF468204,NA,NA,EF468335,EF471856,NA,NA,NA
Mimus_trifasciatus,1,NA,DQ083929,AY311551,NA,NA,NA,NA,NA,NA,NA
Mimus_triurus,1,NA,EF484229,EF468205,NA,NA,EF468336,EF471857,NA,NA,NA
Minla_cyanouroptera,1,AF484866,EU447051,GU139529,NA,FJ358114,NA,NA,NA,FJ357949,FJ358048
Minla_ignotincta,1,DQ092874,EU447052,GU139522,DQ837503,FJ358115,NA,NA,GU724428,FJ357950,FJ358049
Minla_strigula,1,AF484868,EU447053,GU139528,NA,EU447145,NA,NA,NA,NA,NA
Mino_anais,1,NA,EF484190,EF468160,NA,AY307200,EF468298,EF471817,NA,DQ466830,NA
Mino_dumontii,1,NA,EF484191,EF468161,NA,NA,EF468299,EF471818,NA,NA,NA
Mionectes_macconnelli,1,EF110845,NA,EF110709,NA,AY443302,EU739278,EU739442 extraction,NA,EU739991,NA
Mionectes_oleagineus,1,DQ294509,NA,DQ294553,AY489521,EF110868,EF501879,AY489423,NA,NA,NA
Mionectes_olivaceus,1,EF110844,NA,EF110697,NA,EF110866,EF501876,NA,NA,NA,NA
Mionectes_rufiventris,1,DQ294511,EU232891,DQ294555,DQ294424,EF110867,DQ294467,NA,EU231662,EU231760,EU231862
Mionectes_striaticollis,1,EF110843,NA,EF110693,NA,FJ501669,NA,NA,NA,NA,NA
Mirafra_africana,1,GQ505890,NA,GQ505874,NA,NA,NA,NA,NA,NA,NA
Mirafra_javanica,1,DQ008520,NA,NA,NA,NA,NA,NA,NA,DQ008571,NA
Mirafra_passerina,1,AY165163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirafra_sabota,1,AY165172,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitrephanes_olivaceus,1,AF447618,AF447696,AF447644,AF447672,NA,NA,NA,NA,NA,NA
Mitrephanes_phaeocercus,1,AF447619,AF447697,AF447646,AF447673,FJ501670,NA,NA,EU231729,EU231827,EU231930
Mitrospingus_cassinii,1,AF006240,NA,EF529924,NA,NA,NA,NA,NA,NA,NA
Mitrospingus_oleagineus,1,EF530033,NA,EF529925,NA,NA,NA,NA,NA,NA,NA
Mitu_mitu,1,AY141926,NA,AY141936,NA,NA,NA,NA,NA,NA,NA
Mitu_salvini,1,AY141927,EU525437,AY141937,NA,NA,NA,NA,NA,NA,NA
Mitu_tomentosum,1,AY141928,NA,AY141938,NA,NA,NA,NA,NA,NA,NA
Mitu_tuberosum,1,AF165469,AF165493,AY140748,NA,AY140776,NA,NA,NA,NA,NA
Mniotilta_varia,1,AF383006,DQ434679,AF383122,NA,NA,GU931932,NA,NA,GU932253,NA
Modulatrix_orostruthus,1,NA,NA,DQ125986,NA,AY443261,EU680627,NA,NA,DQ125962,EU680707
Modulatrix_stictigula,1,NA,NA,DQ125985,NA,AY443303,EU680663,NA,NA,EU680619,EU680743
Mohoua_albicilla,1,FJ821127,NA,HM159171,NA,FJ821058,NA,NA,NA,FJ821091,NA
Mohoua_novaeseelandiae,1,NA,NA,HM159173,NA,NA,NA,NA,NA,NA,NA
Mohoua_ochrocephala,1,NA,NA,HM159168,NA,NA,NA,NA,NA,NA,NA
Molothrus_aeneus,1,AF089040,DQ433808,AF109957,NA,NA,NA,NA,NA,NA,NA
Molothrus_ater,1,EF529951,DQ434680,EF529840,NA,NA,NA,NA,NA,NA,NA
Molothrus_bonariensis,1,AF089043,DQ433809,AF109959,NA,NA,NA,NA,NA,NA,NA
Molothrus_oryzivorus,1,AF089060,NA,AF109960,NA,NA,NA,NA,NA,NA,NA
Molothrus_rufoaxillaris,1,AF089044,FJ027844,AF109961,NA,NA,NA,NA,NA,NA,NA
Momotus_mexicanus,1,U89187,AY275849,NA,NA,NA,NA,NA,NA,NA,NA
Momotus_momota,1,U89188,EU442306,AY625193,NA,DQ111789,EU739279,AY695159,NA,EU739992,DQ881754
Monarcha_axillaris,1,NA,NA,DQ084094,NA,AY057006,NA,NA,NA,DQ084117,NA
Monarcha_barbatus,1,NA,NA,DQ084086,NA,NA,NA,NA,NA,DQ084113,NA
Monarcha_castaneiventris,1,NA,NA,DQ084085,GQ145423,NA,GQ145352,NA,NA,DQ084112,NA
Monarcha_chrysomela,1,AY443254,NA,DQ084081,NA,AY443304,NA,NA,NA,DQ084108,NA
Monarcha_cinerascens,1,NA,NA,DQ084087,NA,NA,NA,NA,NA,DQ084114,NA
Monarcha_frater,1,NA,NA,DQ084082,NA,NA,NA,NA,NA,DQ084109,NA
Monarcha_godeffroyi,1,NA,NA,DQ084088,NA,NA,NA,NA,NA,NA,NA
Monarcha_guttula,1,NA,NA,DQ084084,NA,NA,NA,NA,NA,DQ084111,NA
Monarcha_leucotis,1,NA,NA,DQ084093,NA,NA,NA,NA,NA,DQ084116,NA
Monarcha_manadensis,1,NA,NA,DQ084090,NA,NA,NA,NA,NA,DQ084115,NA
Monarcha_melanopsis,1,FJ821128,NA,DQ084083,NA,FJ821059,NA,NA,EU272089,FJ821092,EU272114
Monarcha_mundus,1,NA,NA,DQ084091,NA,NA,NA,NA,NA,NA,NA
Monarcha_richardsii,1,NA,NA,DQ468899,NA,NA,NA,NA,NA,NA,NA
Monarcha_rubiensis,1,NA,NA,DQ084092,NA,NA,NA,NA,NA,NA,NA
Monarcha_takatsukasae,1,NA,NA,DQ084089,NA,NA,NA,NA,NA,NA,NA
Monarcha_trivirgatus,1,NA,NA,DQ468908,NA,NA,NA,NA,NA,NA,NA
Monticola_angolensis,1,EF434508,NA,EF434535,NA,NA,NA,NA,NA,NA,NA
Monticola_brevipes,1,EF434514,NA,EF434539,NA,NA,NA,NA,NA,NA,NA
Monticola_cinclorhynchus,1,AF276777,NA,EF434542,NA,NA,NA,NA,NA,HM633610,NA
Monticola_erythronotus,1,AF276778,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monticola_explorator,1,EF434516,NA,EF434543,NA,NA,NA,NA,NA,NA,NA
Monticola_gularis,1,EF434518,GQ482167,EF434545,NA,NA,NA,NA,GU359006,GU358741,GU358871
Monticola_imerinus,1,GU237081,NA,GU237107,NA,NA,NA,NA,NA,NA,NA
Monticola_rufiventris,1,EF434524,NA,EF434551,NA,NA,NA,NA,NA,HM633611,NA
Monticola_rufocinereus,1,EF434526,NA,EF434553,NA,NA,NA,NA,NA,NA,NA
Monticola_rupestris,1,EF434527,NA,EF434554,NA,NA,NA,NA,NA,NA,NA
Monticola_saxatilis,1,EF434531,GQ482170,EF434557,NA,NA,NA,NA,NA,NA,NA
Monticola_sharpei,1,AF276780,NA,EF434559,NA,NA,NA,NA,NA,NA,NA
Monticola_solitarius,1,AF276783,FJ465344,EF434561,NA,NA,NA,NA,GU359007,GU358742,GU358872
Montifringilla_adamsi,1,DQ244060,FJ624129,NA,NA,NA,NA,NA,NA,DQ244068,NA
Montifringilla_blanfordi,1,DQ244063,FJ624121,NA,NA,NA,NA,NA,NA,DQ244071,NA
Montifringilla_davidiana,1,EF530034,GQ482174,EF529926,NA,NA,NA,NA,NA,DQ244072,NA
Montifringilla_nivalis,1,DQ244059,GQ482177,NA,NA,NA,NA,NA,NA,DQ244067,NA
Montifringilla_ruficollis,1,AY961961,NA,NA,NA,AY228022,NA,NA,NA,DQ244070,GU816915
Montifringilla_taczanowskii,1,DQ244061,EU382106,NA,NA,NA,NA,NA,NA,DQ244069,NA
Morococcyx_erythropygus,1,NA,NA,Sorenson,NA,NA,NA,NA,NA,NA,NA
Morphnus_guianensis,1,AJ604496,NA,AY987089,NA,EF078748,NA,AY987187 - intron 7,NA,NA,NA
Morus_bassanus,1,AJ004230,DQ433812,NA,AY567935,DQ881831,EU739281,EF552786 - intron 7,NA,EU739994,EF552744
Morus_capensis,1,U90002,EU525446,NA,NA,NA,NA,NA,NA,NA,NA
Morus_serrator,1,U90003,AY369058,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla_aguimp,1,AF526466,NA,AF526484,EU881002,NA,NA,NA,NA,EU878696,NA
Motacilla_alba,1,EU167005,DQ433816,AY681675,AF445528,AY228023,EU680664,NA,NA,AY228307,GU816918
Motacilla_capensis,1,AY329464,NA,AF526483,AF445516,NA,NA,NA,NA,NA,NA
Motacilla_cinerea,1,AF447370,EU541458,AF526495,AF445512,AY057007,NA,NA,NA,NA,NA
Motacilla_citreola,1,AF526442,GQ482200,AF526477,AF443551,NA,NA,NA,NA,NA,NA
Motacilla_clara,1,AF526469,NA,AF526502,AF445520,NA,NA,NA,NA,NA,NA
Motacilla_flava,1,AF526468,EF515791,AF526490,AF445508,NA,NA,NA,NA,NA,NA
Motacilla_flaviventris,1,AF526446,NA,AF526481,NA,NA,NA,NA,NA,NA,NA
Motacilla_madaraspatensis,1,AF526435,NA,AF526470,NA,NA,NA,NA,NA,NA,NA
Mulleripicus_funebris,1,AY940805,AY940784,DQ479195,NA,NA,NA,DQ479215,EU556914,DQ352433,NA
Muscicapa_adusta,1,AY329465,NA,AY329428,NA,NA,NA,NA,NA,HM633681,HM633810
Muscicapa_aquatica,1,HM633331,NA,NA,NA,NA,NA,NA,NA,HM633613,HM633746
Muscicapa_caerulescens,1,AY206913,NA,AY329424,NA,NA,AY206879,NA,GU359008,GU358743,HM633747
Muscicapa_cassini,1,HM633333,NA,NA,NA,NA,NA,NA,NA,HM633615,HM633748
Muscicapa_dauurica,1,NA,GQ482214,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_ferruginea,1,EF081351,EF422243,NA,NA,AY443305,NA,NA,NA,HM633616,HM633749
Muscicapa_gambagae,1,HM633335,NA,NA,NA,NA,NA,NA,NA,HM633617,HM633750
Muscicapa_griseisticta,1,HM633336,GQ482219,NA,NA,NA,NA,NA,NA,HM633618,NA
Muscicapa_infuscata,1,AY206912,NA,NA,NA,NA,AY206878,NA,NA,HM633619,HM633751
Muscicapa_muttui,1,HM633338,NA,GU358810,NA,NA,NA,NA,GU359009,GU358744,HM633752
Muscicapa_olivascens,1,HM633339,NA,NA,NA,NA,NA,NA,NA,HM633621,HM633753
Muscicapa_sethsmithi,1,HM633401,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa_sibirica,1,EF081350,EF422242,NA,NA,NA,NA,NA,NA,HM633622,NA
Muscicapa_striata,1,AJ299690,EF422240,DQ861967,NA,FJ358149,NA,NA,FJ357918,FJ357982,HM633754
Muscicapella_hodgsoni,1,NA,NA,DQ674453,DQ674507,NA,NA,NA,GU359011,GU358746,GU358876
Muscigralla_brevicauda,1,NA,NA,NA,AF132645,FJ501671,NA,NA,EU231712,EU231810,EU231913
Muscisaxicola_albifrons,1,NA,NA,NA,AF132646,NA,NA,NA,NA,NA,NA
Muscisaxicola_albilora,1,NA,FJ027846,NA,AF132649,FJ501672,NA,NA,NA,NA,NA
Muscisaxicola_alpinus,1,NA,NA,NA,AF132650,NA,NA,NA,EU231735,EU231833,EU231936
Muscisaxicola_capistratus,1,NA,FJ027848,NA,AF132652,NA,NA,AY489418,NA,NA,NA
Muscisaxicola_cinereus,1,NA,FJ027850,NA,AF132654,NA,NA,NA,NA,NA,NA
Muscisaxicola_flavinucha,1,NA,FJ027852,NA,AF132656,NA,NA,NA,NA,NA,NA
Muscisaxicola_fluviatilis,1,NA,NA,NA,AF132658,NA,NA,NA,NA,NA,NA
Muscisaxicola_frontalis,1,NA,FJ027854,NA,AF132659,NA,NA,NA,NA,NA,NA
Muscisaxicola_juninensis,1,NA,NA,NA,AF132661,NA,NA,NA,NA,NA,NA
Muscisaxicola_maclovianus,1,NA,FJ027857,NA,AF132662,NA,NA,NA,NA,NA,NA
Muscisaxicola_maculirostris,1,NA,FJ027860,NA,AF132664,NA,NA,NA,EU231736,EU231834,EU231937
Muscisaxicola_rufivertex,1,NA,FJ027863,NA,AF132666,NA,NA,NA,NA,NA,NA
Musophaga_rossae,1,AF102082,NA,NA,NA,NA,NA,AY695207,NA,NA,NA
Musophaga_violacea,1,AF168116,AF168068,AY274067,NA,NA,NA,NA,NA,NA,NA
Myadestes_coloratus,1,DQ463689,DQ469629,DQ469615,NA,NA,NA,NA,NA,NA,NA
Myadestes_elisabeth,1,AF295084,DQ469623,DQ469610,NA,NA,NA,NA,NA,NA,NA
Myadestes_genibarbis,1,DQ463685,AF281026,DQ469611,NA,NA,NA,NA,NA,NA,NA
Myadestes_melanops,1,NA,DQ469628,DQ469614,NA,NA,NA,NA,NA,NA,NA
Myadestes_obscurus,1,AF295080,DQ469621,DQ469608,NA,NA,NA,NA,NA,NA,NA
Myadestes_occidentalis,1,AF295085,DQ469626,DQ469612,NA,NA,NA,NA,GU359012,GU358747,GU358877
Myadestes_ralloides,1,AF295087,DQ469632,DQ469616,NA,NA,NA,NA,NA,EU154701,HM633756
Myadestes_townsendi,1,AF295082,EF484236,DQ469609,NA,NA,EF468343,EF471864,NA,NA,NA
Myadestes_unicolor,1,AF295086,DQ469627,AY049513,NA,AY319990,NA,AY049468 - beta-fibrinogen intron 7 - beta-fibrinogen intron 7 (reversed),NA,HM633626,HM633757
Mycerobas_affinis,1,AF342879,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycerobas_carnipes,1,AF342880,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycteria_americana,1,DQ485895,DQ433031,AY274076,AF076361,DQ881816,NA,EF552773 - intron 7,NA,DQ881860,EF552731
Mycteria_cinerea,1,U72778,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycteria_ibis,1,U72784,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycteria_leucocephala,1,U72777,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myiagra_alecto,1,FJ821129,NA,DQ084078,NA,FJ821060,NA,NA,NA,FJ821093,NA
Myiagra_caledonica,1,AF096463,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myiagra_cyanoleuca,1,AF096464,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myiagra_ferrocyanea,1,NA,NA,DQ468938,NA,NA,NA,NA,NA,NA,NA
Myiagra_hebetior,1,NA,NA,DQ468935,NA,NA,NA,NA,NA,NA,NA
Myiagra_inquieta,1,NA,NA,DQ468936,NA,NA,NA,NA,NA,NA,NA
Myiagra_rubecula,1,NA,NA,DQ468930,NA,NA,NA,NA,NA,NA,NA
Myiarchus_cinerascens,1,NA,DQ433826,NA,NA,NA,NA,NA,NA,NA,NA
Myiarchus_crinitus,1,NA,AY666501,NA,NA,NA,NA,NA,NA,NA,NA
Myiarchus_ferox,1,NA,EU232938,NA,NA,NA,NA,NA,NA,NA,NA
Myiarchus_swainsoni,1,DQ294512,EU232926,DQ294556,DQ294425,FJ501673,DQ294468,NA,NA,NA,NA
Myiarchus_tuberculifer,1,NA,DQ433832,EF501913,NA,NA,EF501831,NA,NA,NA,NA
